Matriz,Zona ,Lugar de Muestreo,Punto de Monitoreo,Barrido,Fecha,Hora,Altitud(msnm),latitud,longitud,Caudal (L/s),pH,Temperatura Ambiente (°C),Temperatura Muestra (°C),Oxígeno disueltomg O2/L,DQOmg O2/L,DBO5mg O2/L,Conductividad(25 °C)µs/cm,Fósforo Totalmg P/L,Nitrógeno Totalmg N/L,Nitrógeno Total Kjeldahlmg N/L,Nitratosmg NO3  N/L,Nitritosmg NO2  N/L,Grasas y Aceitesmg/L,Sólidos suspendidos Totales mg/L,Sólidos suspendidos volátiles mg/L,Sólidos Totalesmg/L,Turbidez NTU,Fenolesmg Fenol/L,Cromomg Cr /L,Cianuro mg CN/L,Mercuriomg Hg/L,Sulfurosmg S2/L ,Coliformes TotalesNMP/100 mL,Coliformes FecalesNMP/100 mL,ÍNDICE DE CALIDAD DE AGUA ICA,Tramo Acuerdo 39 de 2015,Longitud del tramo (Km)
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,7:50am.,689,"  7° 5'47.94""N"," 73° 9'56.19""W",245,8,25,21,3.11,207.0,85.5,917,1.9,49.56,-,0.39,-,<6.3,136,91.0,512,75.6,-,-,-,-,-,9200000,9200000,0.24,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,8:35am.,673,"  7° 6'38.29""N"," 73° 9'39.13""W",74,7.8,26.7,21,2.52,181.0,66.1,786,1.5,38.14,-,0.35,-,35.8,405,144.0,742,536,-,-,-,-,-,16000000,16000000,0.15,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,9:45am.,650,"  7° 8'15.31""N"," 73° 9'11.20""W",185,7.8,29.5,21.9,5.15,111.0,31.9,869,2.3,37.18,-,0.36,-,40,19.5,<20,465,10.5,-,-,-,-,-,5400000,5400000,0.31,QLN-B-01,0.24
Red Calidad Agua,Escarpa,Quebrada Chapinero,QCH-B-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,10:45am.,657,"  7° 8'32.04""N"," 73° 9'5.63""W",309,7.8,34.7,22.7,4.17,189.0,72.8,850,1.3,38.08,-,0.25,-,168,62,21.5,466,30.8,-,-,-,-,-,16000000,16000000,0.28,QCH-B-01,0.548
Red Calidad Agua,Escarpa,Quebrada La Picha,QLP-B-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,11:20am.,659,"  7° 8'55.76""N"," 73° 8'56.34""W",155,7.6,31.8,23.3,1.74,151.0,72.3,658,0.2,28.39,-,0.16,-,38.9,54,22.0,390,30.2,-,-,-,-,-,16000000,16000000,0.25,QLP-B-01,0.188
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,8:15am.,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",182,7.6,19.9,18.7,7.67,32.5,9.1,174,0.3,< 4.0,-,0.19,-,14.8,228,81.0,320,190,-,-,-,-,-,5400000,5400000,0.37,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,9:00am.,947,"  7° 6'18.14""N"," 73° 6'18.88""W",40,7.5,22.9,19.7,4.76,18.6,10.3,416,0.8,5.43,-,2.14,-,< 6.3,15.3,< 10,261,7.23,-,-,-,-,-,350000,240000,0.34,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,9:55am.,846,"  7° 5'35.55""N"," 73° 7'9.84""W",545,7.2,29.1,23.7,0,640.0,323,899,2.2,73.81,-,0.27,-,31.3,463,226.7,842,275,-,-,-,-,-,16000000,16000000,0.12,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,10:45am.,827," 7° 5'30.18""N"," 73° 7'18.08""W",1.08,7.6,34,26,4.66,37.3,14.3,373,0.6,9.74,-,0.71,-,7.6,20.4,<20,215,9.25,-,-,-,-,-,540000,540000,0.34,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,11:15am.,845,"  7° 5'33.63""N"," 73° 7'23.76""W",1.375,7.7,32.8,25.4,1.84,606.0,321,924,2.1,52.64,-,0.16,-,91.5,233,156.0,760,193,-,-,-,-,-,16000000,16000000,0.19,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,12:15pm.,743,"  7° 4'58.93""N"," 73° 9'8.89""W",1007,8,34.6,24.6,3.4,316.0,101,864,2.3,47.32,-,0.21,-,18.4,167,102.0,569,99.4,-,-,-,-,-,16000000,16000000,0.23,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,1:30pm.,758,"  7° 4'58.23""N"," 73° 9'9.33""W",2.664,8.4,34.4,26,0.95,0.0,7201,14000,2.0,1185.8,-,2.1,-,4589,9030,126.0,27.4,600,80,0.399,-,<0.0019,-,240000000,240000000,0.16,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,01/01/2015 12:00:00 AM,2015-01-06T00:00:00,1:50pm.,710,"  7° 4'45.36""N"," 73°10'11.15""W",938,8,32.3,26.5,2.33,260.0,74.4,986,2.1,53.26,-,0.22,-,16.3,133,69.0,614,57.3,-,-,-,-,-,16000000,16000000,0.23,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,4:20pm.,913,"  7° 5'5.92""N"," 73° 5'2.73""W",148,7.6,28.9,22.8,1.36,81.8,43.3,689,0.8,18.42,-,0.4,-,33.1,40.6,22.0,372,15.4,-,-,-,-,-,5400000,5400000,0.25,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,3:15pm.,819," 7° 3'28.82""N"," 73° 6'18.48""W",192,7.4,29.7,23.8,4.37,15.4,6.1,611,0.7,8.85,-,2.35,-,10,<10,<20,323,1.52,-,-,-,-,-,220000,170000,0.36,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,2:00pm.,897,"  7° 3'25.31""N"," 73° 4'58.74""W",66,7.5,25.4,20.1,4.27,21.9,3.4,234,<0.15,<4.0,-,0.84,-,17.2,<10,<20,168,0.77,-,-,-,-,-,5400,3500,0.4,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,01/01/2015 12:00:00 AM,2015-01-13T00:00:00,9:00am.,987,"  6°59'27.90""N"," 73° 3'26.87""W",41,7.5,29,20.5,4.95,<15,5.3,310,0.3,<4.0,-,0.89,-,<6.3,<10,<20,206,2.23,-,-,-,-,-,58000,43000,0.37,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,01/01/2015 12:00:00 AM,2015-01-13T00:00:00,9:40am,997,"  6°59'26.21""N"," 73° 3'34.26""W",83,7.6,29,21.3,5.15,<15,4.6,208,0.3,<4.0,-,0.75,-,<6.3,<10,<20,157,1.82,-,-,-,-,-,25000,21000,0.42,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,5:30pm.,779,"  7° 3'54.54""N"," 73° 7'10.46""W",245,7.8,31.4,25.5,4.66,31.6,7.6,342,0.4,5.49,-,1.02,-,<6.3,<10,<20,210,3.36,-,-,-,-,-,240000,130000,0.36,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Las Nieves,QN-G-01,01/01/2015 12:00:00 AM,2015-01-07T00:00:00,,713,"  7° 3'58.97""N"," 73°10'3.13""W",0.536,7.8,40.4,26.3,7.2,<15,2.9,636,<0.15,<4.0,-,0.94,-,16,27.6,22.0,394,20.3,-,-,-,-,-,3500,2800,0.43,QN-G-01,0.053
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,01/01/2015 12:00:00 AM,2015-01-13T00:00:00,10:15am.,975,"  7° 4'4.58""N"," 73° 4'29.57""W",306,7.6,28.9,19.3,6.9,<15,<2,104,<0.15,<4.0,-,0.49,-,<6.3,<10,<20,90,2.64,-,-,-,-,-,920,540,0.6,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,01/01/2015 12:00:00 AM,2015-01-13T00:00:00,11:45am.,786,"  7° 3'53.50""N"," 73° 7'10.95""W",285,7.6,28.7,24.8,5.93,21.7,6.1,291,0.3,<4.0,-,1.37,-,<6.3,18,<20,214,19,-,-,-,-,-,220000,220000,0.39,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,01/01/2015 12:00:00 AM,2015-01-13T00:00:00,01:40pm.,764,"  7° 3'54.12""N"," 73° 7'31.19""W",440,7.5,32.8,26.7,1.85,145.0,66.6,466,1.2,12.7,-,0.15,-,12.4,162,116.7,476,219,-,-,-,-,-,16000000,16000000,0.21,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,01/01/2015 12:00:00 AM,2015-01-13T00:00:00,2:45pm.,701,"  7° 3'53.70""N"," 73° 9'54.01""W",3834,7.6,33.7,29.3,0,332.0,144,984,0.6,61.13,-,0.14,-,39.7,177,123.0,652,152,-,-,-,-,-,16000000,16000000,0.23,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,01/01/2015 12:00:00 AM,2015-01-09T00:00:00,02:45pm.,658,"  7° 9'28.88""N"," 73° 7'45.38""W",503,7.2,32.1,24.8,5.24,42.1,24.1,326,0.5,5.13,-,0.55,-,19,42,20.4,230,23,-,-,0.05,<0.0019,-,1200000,1200000,0.32,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,01/01/2015 12:00:00 AM,2015-01-09T00:00:00,4:40pm.,617,"  7° 9'58.10""N"," 73° 8'35.70""W",2661,7.3,31.2,22.2,6.42,27.5,12.5,286,0.3,4.79,-,0.23,-,10.5,52,20.8,250,49.7,-,-,<0.025,<0.0019,-,540000,540000,0.39,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,01/01/2015 12:00:00 AM,2015-01-08T00:00:00,10:45am.,1026,"  6°59'23.24""N"," 73° 2'26.97""W",434,7.3,29.8,17.9,6.7,<15,3,93,"<0,15","<4,0",-,0.1,-,"<6,3",25.5,21.6,105,15,-,-,-,-,-,4300,4300,0.5,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,01/01/2015 12:00:00 AM,2015-01-08T00:00:00,12:05pm.,911,"  6°58'5.63""N"," 73° 3'37.30""W",495,7.3,30.6,20.3,5.44,71.0,32.3,199,1.0,7.56,-,2.99,-,56.8,39.3,22.4,165,21.9,-,-,-,-,-,5400000,5400000,0.35,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,01/01/2015 12:00:00 AM,2015-01-08T00:00:00,03:05pm.,733,"  7° 1'41.00""N"," 73° 9'54.08""W",770,7.8,34,28.2,6.7,29.0,15.6,292,1.0,7.67,-,<0.1,-,<6.3,24.2,<20,200,20.4,-,-,-,-,-,540000,540000,0.37,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,01/01/2015 12:00:00 AM,2015-01-08T00:00:00,04:06pm.,719,"  7° 2'55.60""N"," 73°10'4.04""W",605,7.5,35.2,27.3,5.44,42.7,12.7,299,0.8,<4.0,-,3.42,-,<6.3,10.7,<20,187,7.76,-,-,-,-,-,540000,540000,0.36,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,01/01/2015 12:00:00 AM,2015-01-09T00:00:00,,653,"  7° 5'52.72""N"," 73°10'20.48""W",1501,7.5,34.6,25,0,253.0,95.2,821,0.9,40.51,-,0.15,-,20,116,39.0,507,31.3,-,-,-,-,-,15000000,15000000,0.21,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,01/01/2015 12:00:00 AM,2015-01-09T00:00:00,,653,"  7° 7'31.56""N"," 73° 9'39.31""W",2750,7.5,34.6,27.1,1.45,109.0,38.1,755,0.2,39.34,-,0.25,-,11.8,60,28.0,408,36.2,-,-,-,-,-,5400000,5400000,0.28,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,01/01/2015 12:00:00 AM,2015-01-09T00:00:00,,615,"  7° 9'57.14""N"," 73° 8'38.93""W",2171,7.3,36.4,29.7,2.04,91.5,27.2,740,0.2,34.94,-,0.32,-,196,39,20.0,397,21.2,-,-,-,-,-,2100000,1700000,0.2,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,2:30pm,689,"  7° 5'47.94""N"," 73° 9'56.19""W",625,7.88,28.9,30.2,3.26,329.0,121,866,1.4,45.97,-,0.14,-,14.9,232,108.0,689,102,-,-,-,-,-,5400000,5400000,0.15,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,12:40pm,673,"  7° 6'38.29""N"," 73° 9'39.13""W",28,7.81,31.9,28.5,2.2,132.0,42.2,800,1.6,43.32,-,0.12,-,8.3,446,106.7,967,> 1000,-,-,-,-,-,9200000,9200000,0.15,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,2:13pm,650,"  7° 8'15.31""N"," 73° 9'11.20""W",101,8.08,31.6,29.2,4.03,156.0,42.6,800,0.7,36.78,-,0.06,-,< 6.3,27,<20,434,> 1000,-,-,-,-,-,5400000,5400000,0.3,QLN-B-01,0.24
Red Calidad Agua,Escarpa,Quebrada Chapinero,QCH-B-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,3:15pm.,657,"  7° 8'32.04""N"," 73° 9'5.63""W",119,8.1,34.7,24.3,4.99,206.0,71.1,852,0.6,42.51,-,0.08,-,< 6.3,126,50.0,566,121,-,-,-,-,-,16000000,16000000,0.28,QCH-B-01,0.548
Red Calidad Agua,Escarpa,Quebrada La Picha,QLP-B-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,4:00pm,659,"  7° 8'55.76""N"," 73° 8'56.34""W",30,7.82,30.1,26.4,1.72,178.0,44.9,547,2.0,17.83,-,0.09,-,< 6.3,2165,175.0,2846,> 1000,-,-,-,-,-,2200000,1400000,0.15,QLP-B-01,0.188
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,8:30am.,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",6.54,8.12,26.1,22.9,6.52,51.2,10.3,457,1.3,6.8,-,8.32,-,9.8,< 10,<20,167,2.72,-,<0.109,-,<00019,-,2400000,1300000,0.39,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,8:30am.,947,"  7° 6'18.14""N"," 73° 6'18.88""W",22,7.68,27.6,24.1,2.68,22.8,5.8,423,0.4,5.13,-,6.67,-,10,< 10,<20,146,1.66,-,-,-,-,-,490000,220000,0.34,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,10:15am.,846,"  7° 5'35.55""N"," 73° 7'9.84""W",262,7.79,27.1,24.8,0,836.0,361,979,2.6,< 4.00,-,0.1,-,74.6,657,290.0,986,213,-,-,-,-,-,16000000,9200000,0.12,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,10:50am,827," 7° 5'30.18""N"," 73° 7'18.08""W",1413,8.26,33.2,31.9,6.72,31.7,12.2,352,1.1,8.41,-,3.38,-,< 6.3,< 10,<20,196,3.23,-,-,-,-,-,160000,92000,0.28,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,11:10am,845,"  7° 5'33.63""N"," 73° 7'23.76""W",7.756,7.44,30,27.4,0,577.0,243,914,1.8,23.18,-,0.12,-,41.1,170,77.5,176,136,-,-,-,-,-,16000000,16000000,0.18,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,12:20pm,743,"  7° 4'58.93""N"," 73° 9'8.89""W",375,8.11,29.8,25.8,4.41,112.0,37.9,875,0.4,39.23,-,1.53,-,40.6,12,<20,425,8.42,-,-,-,-,-,23000000,13000000,0.31,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,11:50am,758,"  7° 4'58.23""N"," 73° 9'9.33""W",0.45,8.43,30.2,28.5,0,2268.0,1009,9600,2.1,599.27,-,0.67,-,21,144,74.0,1042,279,<0.1,0.224,-,< 0.0019,-,22000000,14000000,0.21,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,02/01/2015 12:00:00 AM,2015-02-16T00:00:00,2:45pm.,710,"  7° 4'45.36""N"," 73°10'11.15""W",262,8.11,31.8,28.2,2.3,276.0,70.4,1590,0.4,86.64,-,0.16,-,15.2,92.5,40.0,761,38.3,-,-,-,-,-,11000000,7900000,0.25,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,10:00am.,913,"  7° 5'5.92""N"," 73° 5'2.73""W",62,7.66,27.8,24.2,4.22,25.9,6.4,495,0.6,8.25,-,0.28,-,< 6.3,24.7,<20,320,11.4,-,-,-,-,-,460000,330000,0.36,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,11:00am,819," 7° 3'28.82""N"," 73° 6'18.48""W",217,7.81,28.2,24.8,6.33,< 15,4,530,0.9,< 4.00,-,0.17,-,< 6.3,< 10,<20,305,2.24,-,-,-,-,-,330000,45000,0.42,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,10:00am.,897,"  7° 3'25.31""N"," 73° 4'58.74""W",29,7.99,21.7,20.5,7.1,< 15,3.8,228,0.2,< 4.00,-,0.85,-,< 6.3,< 10,<20,175,3.29,-,-,-,-,-,490000,490000,0.44,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,02/01/2015 12:00:00 AM,2015-02-20T00:00:00,9:00am.,987,"  6°59'27.90""N"," 73° 3'26.87""W",218,7.86,20,21.7,6.33,46.1,5.1,204,0.5,< 4.00,-,1.52,-,13.3,244,66.5,451,333,-,-,-,-,-,24000,24000,0.35,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,02/01/2015 12:00:00 AM,2015-02-23T00:00:00,1:40pm,997,"  6°59'26.21""N"," 73° 3'34.26""W",11,7.45,27.5,24.8,4.22,< 15,4,345,0.4,<4.0,-,0.46,-,27.3,< 10,<20,227,2.63,-,-,-,-,-,22000,11000,0.38,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,11:50am,779,"  7° 3'54.54""N"," 73° 7'10.46""W",64,7.5,27.1,24.7,5.47,15.4,4.9,323,0.6,< 4.00,-,2.02,-,< 6.3,< 10,<20,215,1.47,-,-,-,-,-,54000,54000,0.39,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Las Nieves,QN-G-01,02/01/2015 12:00:00 AM,2015-02-23T00:00:00,12:15pm.,713,"  7° 3'58.97""N"," 73°10'3.13""W",0.427,8.04,24.1,26.5,7.1,< 15,3.5,693,0.2,<4.0,-,4.12,-,26.5,15,<20,460,10.9,-,-,-,-,-,1300,1300,0.39,QN-G-01,0.053
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,8:30am.,975,"  7° 4'4.58""N"," 73° 4'29.57""W",119,7.28,19.9,18.7,7.1,< 15,< 2,134,< 0.15,< 4.00,-,0.29,-,< 6.3,< 10,<20,117,5.16,-,-,-,-,-,2600,2200,0.53,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,10:20am,786,"  7° 3'53.50""N"," 73° 7'10.95""W",235,7.65,27.8,24.1,6.24,68.0,8.3,284,0.9,< 4.00,-,2.88,-,8.5,350,104.0,588,320,-,-,-,-,-,790000,790000,0.26,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,11:50am,764,"  7° 3'54.12""N"," 73° 7'31.19""W",211,7.6,31.3,28.2,2.11,128.0,47.1,356,1.2,8.86,-,0.66,-,7.6,146,63.0,348,87.2,-,-,-,-,-,1300000,1300000,0.22,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,02/01/2015 12:00:00 AM,2015-02-17T00:00:00,1:10pm,701,"  7° 3'53.70""N"," 73° 9'54.01""W",978,7.62,30.3,29.1,0,285.0,97.4,989,0.7,57.95,-,0.07,-,14,142,69.0,608,77.8,-,-,-,-,-,16000000,16000000,0.19,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,02/01/2015 12:00:00 AM,2015-02-23T00:00:00,8:05am,658,"  7° 9'28.88""N"," 73° 7'45.38""W",430,7.4,19.3,20.8,6.24,28.3,6,339,0.8,7.63,-,0.12,-,9.6,64.8,20.4,259,53.1,-,-,< 0.007,<0.0019,-,200000,200000,0.37,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,02/01/2015 12:00:00 AM,2015-02-23T00:00:00,9:35am,617,"  7° 9'58.10""N"," 73° 8'35.70""W",2530,7.6,22.8,21,5,142.0,38.2,304,0.8,6.04,-,0.31,-,7.8,1092,200.0,1331,>1000,-,-,0.012,<0.0019,-,540000,130000,0.23,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,02/01/2015 12:00:00 AM,2015-02-19T00:00:00,8:25am,1026,"  6°59'23.24""N"," 73° 2'26.97""W",866,7.44,23.1,22.1,5.66,154.0,12.4,82.4,1.3,4.62,-,0.84,-,"< 6,3",904,276.7,1554,> 1000,-,-,-,-,-,7900,4900,0.33,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,02/01/2015 12:00:00 AM,2015-02-19T00:00:00,9:20am,911,"  6°58'5.63""N"," 73° 3'37.30""W",1036,7.53,24.1,23.6,4.89,136.0,24.4,135,0.9,4.51,-,0.71,-,"< 6,3",1400,312.0,1592,> 1000,-,-,-,-,-,2000000,2000000,0.28,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,02/01/2015 12:00:00 AM,2015-02-19T00:00:00,10:30am.,733,"  7° 1'41.00""N"," 73° 9'54.08""W",6150,7.74,33.8,28.6,4.22,123.0,44.5,321,1.3,12.98,-,1.05,-,< 6.3,336,90.0,557,247,-,-,-,-,-,920000,350000,0.27,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,02/01/2015 12:00:00 AM,2015-02-19T00:00:00,11:45am.,719,"  7° 2'55.60""N"," 73°10'4.04""W",5715,7.68,37.3,25.3,5.08,79.3,17.7,331,1.1,11.37,-,1.74,-,< 6.3,288,56.9,487,193,-,-,-,-,-,920000,540000,0.31,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,02/01/2015 12:00:00 AM,2015-02-19T00:00:00,2:45pm.,653,"  7° 5'52.72""N"," 73°10'20.48""W",9171,7.51,35.9,27.3,2.68,157.0,62,406,1.3,15.77,-,0.34,-,7.2,440,158.0,692,375,-,-,-,-,-,11000000,11000000,0.26,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,02/01/2015 12:00:00 AM,2015-02-19T00:00:00,4:30pm,653,"  7° 7'31.56""N"," 73° 9'39.31""W",8755,7.64,29,27.6,2.97,155.0,63.6,418,1.3,19.56,-,0.44,-,< 6.3,358,120.0,676,314,-,-,-,-,-,17000000,13000000,0.26,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,02/01/2015 12:00:00 AM,2015-02-23T00:00:00,11:05am,615,"  7° 9'57.14""N"," 73° 8'38.93""W",2570,7.59,31.6,26.1,4.8,48.6,19.2,512,1.6,18,-,0.69,-,< 6.3,72.5,22.4,337,44.5,-,-,-,-,-,490000,490000,0.35,RO-B-02_RO-B-01,5.286
